0,68
1,79
2,73
3,66
4,78
5,71
6,60
7,74
8,60
9,71
10,67
11,76
12,69
13,77
14,74
15,80
16,60
17,64
18,75
19,62
20,64
21,73
22,77
23,66
24,75
25,78
26,63
27,65
28,65
29,72
30,73
31,76
32,80
33,62
34,72
35,62
36,68
37,62
38,60
39,67
40,77
41,61
42,75
43,60
44,66
45,65
46,65
47,73
48,79
49,67
50,78
51,63
52,62
53,60
54,66
55,69
56,74
57,68
58,73
59,74
60,76
61,68
62,66
63,75
64,74
65,69
66,64
67,66
68,72
69,79
70,68
71,71
72,79
73,74
74,60
75,78
76,65
77,73
78,74
79,78
80,75
81,75
82,60
83,77
84,73
85,75
86,78
87,64
88,60
89,65
90,69
91,69
92,68
93,61
94,71
95,67
96,80
97,64
98,79
99,74
100,80
101,65
102,67
103,68
104,71
105,65
106,70
107,66
108,67
109,77
110,63
111,75
112,66
113,67
114,67
115,63
116,65
117,74
118,64
119,70
120,63
121,70
122,68
123,67
124,79
125,79
126,76
127,71
128,74
129,73
130,69
131,70
132,63
133,74
134,68
135,64
136,60
137,71
138,68
139,76
140,72
141,74
142,80
143,67
144,77
145,61
146,63
147,76
148,66
149,61
150,75
151,61
152,72
153,67
154,63
155,61
156,71
157,73
158,72
159,73
160,60
161,61
162,71
163,64
164,74
165,72
166,66
167,75
168,74
169,74
170,76
171,75
172,69
173,68
174,70
175,61
176,63
177,65
178,64
179,78
180,69
181,60
182,62
183,79
184,77
185,62
186,75
187,80
188,73
189,73
190,63
191,73
192,80
193,70
194,68
195,75
196,68
197,71
198,65
199,76
200,76
201,65
202,79
203,76
204,62
205,61
206,72
207,60
208,72
209,71
210,65
211,63
212,72
213,63
214,60
215,76
216,71
217,70
218,79
219,76
220,62
221,63
222,73
223,76
224,77
225,61
226,67
227,71
228,62
229,65
230,77
231,77
232,63
233,78
234,78
235,70
236,70
237,78
238,68
239,64
240,80
241,75
242,77
243,79
244,75
245,74
246,65
247,74
248,72
249,79
250,66
251,73
252,76
253,74
254,70
255,75
256,63
257,75
258,71
259,79
260,75
261,80
262,72
263,77
264,72
265,75
266,68
267,75
268,62
269,65
270,60
271,65
272,68
273,76
274,67
275,65
276,64
277,79
278,80
279,76
280,67
281,80
282,63
283,62
284,74
285,69
286,72
287,64
288,72
289,76
290,65
291,73
292,62
293,74
294,76
295,70
296,63
297,75
298,61
299,72
300,76
301,78
302,80
303,76
304,68
305,77
306,63
307,75
308,72
309,65
310,66
311,65
312,60
313,61
314,62
315,74
316,60
317,76
318,72
319,76
320,65
321,80
322,74
323,78
324,69
325,65
326,79
327,65
328,60
329,67
330,60
331,63
332,72
333,63
334,76
335,76
336,75
337,61
338,78
339,78
340,61
341,68
342,64
343,70
344,72
345,73
346,72
347,61
348,66
349,79
350,71
351,62
352,79
353,79
354,69
355,69
356,68
357,65
358,63
359,80
360,78
361,76
362,67
363,78
364,79
365,73
366,70
367,76
368,74
369,69
370,79
371,61
372,66
373,61
374,64
375,71
376,76
377,76
378,71
379,64
380,73
381,70
382,62
383,80
384,74
385,77
386,77
387,78
388,76
389,72
390,78
391,69
392,80
393,80
394,80
395,65
396,64
397,79
398,69
399,80
400,66
401,76
402,66
403,62
404,78
405,76
406,75
407,65
408,62
409,60
410,73
411,77
412,70
413,80
414,80
415,68
416,76
417,64
418,80
419,77
420,76
421,66
422,72
423,76
424,73
425,66
426,76
427,71
428,74
429,78
430,80
431,67
432,69
433,70
434,69
435,65
436,61
437,79
438,62
439,69
440,61
441,71
442,76
443,76
444,71
445,66
446,62
447,64
448,66
449,77
450,71
451,62
452,68
453,60
454,68
455,68
456,67
457,78
458,67
459,69
460,65
461,77
462,66
463,64
464,77
465,70
466,68
467,69
468,65
469,62
470,60
471,68
472,65
473,80
474,78
475,75
476,70
477,80
478,79
479,66
480,69
481,78
482,60
483,77
484,76
485,79
486,80
487,74
488,80
489,79
490,79
491,60
492,62
493,75
494,68
495,72
496,63
497,67
498,70
499,77
500,75
501,73
502,64
503,73
504,70
505,70
506,70
507,78
508,66
509,74
510,75
511,64
512,78
513,64
514,71
515,76
516,74
517,67
518,64
519,80
520,80
521,64
522,71
523,76
524,67
525,80
526,72
527,63
528,80
529,61
530,79
531,70
532,75
533,75
534,73
535,76
536,63
537,69
538,69
539,60
540,63
541,72
542,74
543,73
544,80
545,63
546,77
547,70
548,74
549,76
550,77
551,78
552,64
553,63
554,61
555,78
556,65
557,74
558,63
559,63
560,62
561,78
562,66
563,62
564,72
565,64
566,71
567,62
568,62
569,70
570,61
571,72
572,72
573,67
574,71
575,61
576,60
577,80
578,73
579,77
580,72
581,70
582,80
583,73
584,68
585,69
586,77
587,77
588,71
589,77
590,65
591,63
592,60
593,63
594,73
595,73
596,67
597,70
598,73
599,76
600,65
601,68
602,65
603,78
604,78
605,62
606,78
607,61
608,79
609,66
610,69
611,72
612,76
613,79
614,73
615,73
616,73
617,60
618,74
619,68
620,67
621,77
622,60
623,66
624,60
625,75
626,66
627,61
628,68
629,64
630,65
631,67
632,77
633,65
634,62
635,65
636,76
637,80
638,80
639,61
640,66
641,67
642,71
643,69
644,67
645,69
646,79
647,72
648,74
649,67
650,78
651,60
652,62
653,73
654,73
655,70
656,75
657,79
658,70
659,80
660,72
661,78
662,69
663,69
664,71
665,80
666,76
667,60
668,73
669,63
670,70
671,78
672,76
673,65
674,80
675,71
676,78
677,73
678,73
679,64
680,71
681,77
682,68
683,80
684,74
685,63
686,65
687,78
688,69
689,63
690,60
691,78
692,72
693,69
694,60
695,80
696,75
697,71
698,80
699,62
700,66
701,69
702,75
703,63
704,65
705,61
706,66
707,71
708,79
709,71
710,71
711,67
712,78
713,80
714,73
715,75
716,71
717,64
718,66
719,80
720,65
721,72
722,66
723,65
724,73
725,72
726,80
727,77
728,76
729,68
730,75
731,74
732,67
733,63
734,80
735,66
736,70
737,73
738,75
739,71
740,68
741,67
742,73
743,71
744,80
745,77
746,69
747,70
748,68
749,67
750,67
751,70
752,78
753,60
754,68
755,76
756,79
757,71
758,78
759,73
760,66
761,70
762,63
763,71
764,63
765,74
766,79
767,72
768,79
769,67
770,62
771,70
772,73
773,71
774,68
775,65
776,74
777,71
778,71
779,78
780,66
781,65
782,68
783,73
784,71
785,75
786,75
787,74
788,71
789,67
790,63
791,70
792,71
793,80
794,80
795,78
796,71
797,74
798,79
799,69
800,67
801,67
802,78
803,63
804,74
805,62
806,74
807,77
808,65
809,67
810,69
811,78
812,80
813,62
814,66
815,80
816,63
817,68
818,72
819,75
820,69
821,76
822,72
823,60
824,77
825,64
826,76
827,75
828,79
829,68
830,78
831,75
832,78
833,64
834,68
835,68
836,68
837,62
838,66
839,72
840,67
841,61
842,63
843,78
844,68
845,68
846,66
847,76
848,68
849,80
850,62
851,73
852,76
853,64
854,66
855,72
856,69
857,74
858,68
859,70
860,70
861,62
862,62
863,61
864,79
865,60
866,75
867,62
868,78
869,67
870,69
871,72
872,67
873,69
874,78
875,70
876,74
877,76
878,66
879,72
880,67
881,76
882,67
883,63
884,76
885,79
886,72
887,80
888,70
889,71
890,64
891,63
892,67
893,74
894,77
895,71
896,61
897,73
898,69
899,73
900,79
901,77
902,75
903,78
904,71
905,69
906,70
907,78
908,74
909,65
910,79
911,61
912,63
913,69
914,60
915,60
916,64
917,75
918,75
919,64
920,77
921,61
922,70
923,60
924,73
925,61
926,61
927,73
928,80
929,68
930,62
931,74
932,72
933,74
934,76
935,62
936,80
937,80
938,74
939,69
940,79
941,78
942,60
943,75
944,75
945,79
946,79
947,77
948,72
949,69
950,71
951,77
952,60
953,70
954,66
955,70
956,62
957,72
958,70
959,75
960,70
961,63
962,71
963,68
964,60
965,68
966,63
967,63
968,77
969,62
970,72
971,76
972,75
973,78
974,67
975,72
976,73
977,65
978,69
979,62
980,69
981,68
982,69
983,76
984,66
985,73
986,77
987,74
988,66
989,74
990,61
991,60
992,78
993,67
994,74
995,80
996,70
997,78
998,66
999,69
